"point_index","timestamp","cut_id","center_frequency","center_amplitude","peak_frequency","peak_amplitude","commanded_azimuth","commanded_elevation","commanded_pan","commanded_tilt","actual_azimuth","actual_elevation","actual_pan","actual_tilt","trace_data","trace_lower_bound","trace_upper_bound"
"1","2026-03-03 20:45:10.610188+00:00","coarse","8457300200.0","-83.33","8457300200.0","-83.33","-180.0","-0.0","-180.0","0.0","-179.93","-0.0","-179.93","0.0","-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.83;-117.33;-116.5;-116.0;-116.0;-116.33;-117.33;-118.33;-119.33;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.0;-119.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.66;-117.33;-116.5;-115.66;-115.0;-114.5;-114.16;-114.0;-114.16;-114.33;-115.0;-117.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.5;-118.83;-118.66;-118.66;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.33;-117.66;-116.83;-115.83;-115.16;-114.83;-115.83;-117.0;-118.33;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.66;-117.0;-115.33;-114.0;-113.0;-112.33;-112.0;-112.16;-112.5;-113.16;-114.0;-115.16;-116.33;-117.16;-117.83;-118.33;-118.66;-118.83;-118.66;-118.5;-118.0;-117.83;-117.5;-117.0;-116.66;-116.33;-116.33;-116.66;-117.16;-118.33;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.66;-119.66;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.16;-118.66;-118.66;-118.83;-119.16;-119.83;-120.0;-120.0;-119.83;-119.16;-118.0;-117.16;-116.0;-115.0;-114.33;-114.33;-114.16;-114.0;-114.0;-114.0;-114.0;-114.0;-114.33;-114.66;-115.5;-116.5;-117.33;-118.0;-118.66;-119.33;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.83;-117.0;-116.83;-118.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.83;-115.5;-114.16;-114.0;-114.33;-115.33;-117.16;-119.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-115.66;-108.0;-102.0;-97.0;-92.66;-89.16;-86.66;-85.0;-83.83;-83.33;-83.83;-84.83;-86.5;-88.83;-92.16;-96.5;-102.83;-109.5;-114.0;-115.83;-115.66;-115.66;-115.83;-116.33;-116.66;-116.83;-117.0;-117.16;-117.16;-117.16;-117.16;-117.33;-118.0;-119.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.5;-117.0;-115.66;-114.5;-113.66;-113.16;-113.0;-113.16;-113.83;-115.0;-116.83;-119.5;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.33;-118.66;-117.83;-117.5;-117.5;-118.5;-119.66;-120.0;-120.0;-120.0;-120.0;-119.33;-117.33;-115.33;-114.0;-113.33;-113.33;-113.33;-113.83;-114.66;-115.5;-116.16;-117.0;-117.5;-117.66;-117.5;-117.0;-116.83;-117.0;-117.33;-117.83;-118.16;-118.66;-119.5;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.33;-118.5;-118.16;-117.33;-116.66;-115.83;-115.33;-115.0;-115.16;-115.66;-116.0;-116.66;-117.5;-118.16;-118.66;-119.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.83;-118.83;-117.83;-117.0;-116.33;-116.0;-116.0;-116.83;-118.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.66;-117.5;-117.16;-117.16;-118.0;-119.33;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.16;-119.0;-119.16;-119.0;-119.0;-119.0;-118.83;-118.66;-118.66;-118.66;-118.83;-119.0;-119.16;-119.5;-119.66;-120.0;-120.0;-119.83;-119.83;-119.5;-119.16;-118.66;-118.16;-117.5;-117.33;-117.33;-117.5;-117.66;-118.33;-119.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.16;-116.83","8457299700.0","8457300700.0"
"2","2026-03-03 20:45:14.844647+00:00","coarse","8457300200.0","-83.83","8457300200.0","-83.83","-175.0","-0.0","-175.0","0.0","-175.04","-0.0","-175.04","0.0","-120.0;-120.0;-120.0;-120.0;-118.66;-116.66;-115.33;-114.5;-114.16;-114.83;-115.83;-117.0;-118.33;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.0;-117.83;-117.16;-116.66;-116.33;-116.16;-116.5;-117.0;-117.66;-118.66;-119.16;-119.66;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.83;-119.66;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.66;-118.66;-118.83;-120.0;-120.0;-120.0;-120.0;-120.0;-118.5;-117.5;-117.0;-116.66;-116.66;-117.0;-117.5;-117.66;-117.66;-117.66;-117.5;-116.83;-116.0;-115.16;-114.33;-114.16;-113.83;-114.16;-115.33;-117.0;-118.33;-119.33;-119.5;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.83;-117.66;-116.66;-116.16;-115.83;-115.66;-115.5;-115.33;-115.16;-115.0;-114.66;-114.66;-115.16;-116.0;-116.66;-117.66;-118.66;-119.33;-119.66;-119.83;-119.66;-119.0;-118.5;-117.83;-117.5;-117.5;-118.0;-118.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.5;-119.83;-119.66;-119.5;-119.33;-119.16;-119.0;-118.66;-118.66;-119.5;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.16;-118.66;-119.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.33;-117.83;-117.0;-116.66;-117.0;-118.0;-119.33;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.83;-118.33;-117.33;-117.0;-117.83;-118.66;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.33;-118.66;-118.66;-119.16;-118.66;-118.33;-118.16;-117.66;-116.66;-116.16;-117.66;-120.0;-120.0;-120.0;-120.0;-120.0;-119.5;-116.16;-115.33;-115.83;-118.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.66;-119.5;-119.5;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-118.83;-117.5;-117.66;-118.5;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.83;-119.66;-119.5;-119.0;-118.66;-118.33;-117.5;-116.0;-113.5;-110.33;-106.66;-102.5;-97.66;-93.16;-89.5;-87.16;-85.5;-84.33;-83.83;-84.33;-85.5;-87.0;-89.33;-92.66;-97.0;-103.83;-110.83;-115.0;-115.33;-113.33;-111.5;-111.0;-111.0;-111.33;-112.0;-113.0;-114.16;-114.83;-115.33;-115.33;-115.5;-115.66;-115.66;-116.16;-116.66;-118.0;-119.5;-120.0;-119.33;-118.0;-116.83;-116.16;-116.16;-116.66;-117.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.66;-117.5;-118.5;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.5;-118.16;-117.66;-119.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.33;-117.66;-116.66;-116.16;-116.33;-117.0;-118.0;-118.83;-120.0;-120.0;-120.0;-120.0;-118.5;-117.33;-116.83;-116.5;-116.33;-116.5;-116.83;-117.83;-119.33;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.33;-116.83;-114.66;-113.33;-112.83;-112.83;-113.5;-115.66;-118.66;-120.0;-120.0;-120.0;-119.5;-118.33;-116.33;-115.0;-116.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-117.0;-116.16;-116.66;-117.0;-117.5;-118.16;-118.33;-118.0;-117.16;-116.16;-115.33;-114.66;-114.0;-113.33;-113.0;-112.66;-112.33;-112.33;-112.33;-112.66;-113.33;-114.33;-115.5;-116.83;-118.33;-120.0;-120.0;-120.0;-120.0;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.83;-119.66;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.66;-118.83;-118.83;-119.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-117.83;-116.16;-115.33;-114.5;-113.83;-113.66;-114.66;-115.66;-117.0;-119.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.0;-118.33;-118.0;-117.5;-117.5;-117.5;-117.5;-117.33;-117.16;-116.83;-116.83;-117.16","8457299700.0","8457300700.0"
"3","2026-03-03 20:45:19.091549+00:00","coarse","8457300200.0","-82.33","8457300200.0","-82.33","-170.0","-0.0","-170.0","0.0","-170.05","-0.0","-170.05","0.0","-115.5;-116.33;-118.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.5;-116.33;-114.5;-113.33;-112.66;-112.33;-111.66;-111.33;-111.0;-110.5;-110.33;-110.16;-110.33;-110.83;-111.5;-113.0;-116.16;-120.0;-120.0;-120.0;-120.0;-120.0;-119.66;-117.5;-116.66;-116.16;-115.33;-114.66;-115.16;-116.0;-117.0;-117.83;-119.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.83;-116.33;-115.33;-115.16;-115.0;-115.0;-115.5;-115.66;-115.83;-116.0;-115.83;-115.83;-116.0;-116.33;-117.16;-118.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.66;-116.66;-115.0;-113.83;-112.83;-112.16;-112.0;-111.83;-111.83;-112.16;-112.66;-113.33;-113.83;-114.83;-117.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.66;-119.16;-119.16;-119.66;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.16;-118.16;-118.33;-119.0;-119.5;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.66;-118.66;-117.83;-117.33;-117.66;-118.66;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.5;-117.0;-115.83;-115.0;-114.5;-114.66;-115.33;-116.5;-118.66;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.83;-117.66;-116.66;-116.0;-115.5;-115.66;-116.66;-118.5;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.66;-119.33;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-113.33;-106.16;-100.5;-95.66;-91.5;-88.0;-85.66;-84.0;-82.83;-82.33;-82.83;-84.0;-85.5;-87.66;-90.83;-95.16;-101.66;-108.66;-114.0;-118.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.0;-118.66;-118.66;-118.83;-119.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.16;-118.5;-118.33;-119.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.33;-117.16;-117.0;-117.33;-118.0;-119.33;-120.0;-120.0;-120.0;-120.0;-120.0;-119.83;-117.66;-115.66;-115.0;-115.5;-116.83;-118.66;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.0;-116.83;-116.5;-116.33;-116.33;-116.66;-117.0;-117.0;-116.83;-116.83;-117.16;-118.66;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.5;-118.0;-118.33;-119.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-117.83;-116.66;-116.33;-116.33;-117.16;-118.5;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.83;-118.66;-117.5;-116.5;-116.16;-115.83;-116.33;-117.5;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.83;-119.33;-119.0;-119.0;-119.33;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.5;-118.5;-118.66;-119.33;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.0;-118.0;-117.33;-117.0;-117.5;-119.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-117.33;-115.0;-114.33;-114.33;-114.66;-115.5;-117.0;-118.66;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-117.5;-115.16;-113.83;-113.5;-113.66;-114.0;-114.5;-115.33;-116.5;-118.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.5;-116.0;-114.66;-114.16;-114.0;-114.33;-115.0;-115.83;-117.0;-118.5;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.0;-117.66;-116.83;-116.16;-115.83;-115.83;-116.16;-116.83;-118.16","8457299700.0","8457300700.0"
"4","2026-03-03 20:45:23.176589+00:00","coarse","8457300200.0","-83.67","8457300200.0","-83.67","-165.0","-0.0","-165.0","0.0","-165.12","-0.0","-165.12","0.0","-120.0;-117.83;-115.0;-113.83;-113.66;-114.66;-116.5;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.5;-120.0;-120.0;-120.0;-119.0;-117.66;-117.16;-117.83;-119.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.5;-118.5;-118.0;-118.16;-119.5;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.0;-118.16;-118.5;-119.16;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-119.83;-118.5;-117.33;-116.33;-115.33;-114.83;-114.66;-114.66;-115.33;-116.33;-117.33;-118.0;-118.5;-118.5;-118.33;-117.33;-116.16;-115.66;-115.83;-116.5;-118.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.33;-118.0;-116.83;-115.66;-114.5;-113.83;-113.33;-112.83;-112.83;-112.83;-113.16;-113.83;-114.66;-116.0;-117.66;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.0;-118.0;-117.66;-118.0;-118.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.0;-117.33;-116.0;-114.66;-114.33;-114.16;-114.33;-114.5;-114.5;-115.0;-116.5;-119.5;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.33;-118.5;-118.33;-118.33;-118.0;-117.66;-117.16;-117.0;-117.0;-117.66;-118.66;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.0;-117.0;-116.33;-116.5;-117.0;-116.83;-116.5;-116.5;-116.66;-117.83;-119.5;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.0;-116.66;-114.83;-113.5;-112.83;-111.83;-111.16;-110.83;-111.66;-112.5;-113.33;-114.33;-115.33;-116.5;-117.66;-118.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-115.5;-108.33;-102.5;-97.33;-92.83;-89.33;-87.0;-85.33;-84.16;-83.66;-84.0;-85.0;-86.66;-88.83;-92.16;-96.33;-102.33;-108.83;-114.33;-119.0;-120.0;-120.0;-120.0;-120.0;-118.33;-116.0;-114.66;-113.83;-113.33;-113.33;-113.66;-114.16;-114.66;-115.33;-116.16;-117.16;-118.0;-119.0;-119.66;-120.0;-120.0;-120.0;-119.66;-118.5;-117.66;-117.5;-118.16;-119.0;-119.66;-119.83;-119.83;-119.66;-119.16;-118.33;-117.66;-117.66;-118.5;-119.66;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.5;-118.66;-118.16;-118.0;-114.83;-115.16;-115.83;-116.16;-116.0;-115.33;-114.66;-114.33;-114.66;-115.16;-115.83;-116.83;-118.0;-118.83;-119.16;-119.16;-119.0;-118.33;-117.66;-116.66;-116.0;-116.0;-116.16;-116.83;-118.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.66;-119.66;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.16;-118.83;-119.66;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.5;-117.33;-116.5;-115.83;-115.83;-116.16;-116.66;-117.83;-119.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.0;-117.16;-115.83;-114.83;-114.0;-113.66;-113.66;-114.0;-114.5;-115.16;-116.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.5;-119.33;-119.5;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-118.83;-117.66;-117.33;-117.5;-117.5;-117.5;-117.66;-117.66;-117.5;-117.5;-117.5;-117.33;-117.5;-117.83;-118.16;-118.66;-119.0;-119.5;-119.66;-119.83;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.16;-118.5;-117.83;-117.66;-117.83;-118.16;-119.16;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-120.0;-119.83;-119.5","8457299700.0","8457300700.0"
